chave_produto,praca,pontos,alcance,impactos,frequencia
PR38778,CP,1,52263,105686,2.0221831552518554
PR38779,CP,1,52268,105682,2.0219036978082525
PR38788,CP,1,52271,105678,2.021738751973602
PR38595,CP,1,57763,103729,1.7957565531957769
PR38594,CP,1,57765,103726,1.7956598549130232
PR39151,CP,1,58877,103511,1.7580933212743461
PR42593,PE,1,58707,102718,1.7496769144998319
PR34561,CP,1,56777,101853,1.7939044878861363
PR38588,CP,1,58677,101431,1.7286256427526001
PR39000,CP,1,59767,101425,1.6969877313762518
PR38998,CP,1,59753,101423,1.6973641931383134
PR38589,CP,1,58677,101422,1.7284758799175017
PR38999,CP,1,59753,101422,1.6973342787681658
PR39003,CP,1,59757,101411,1.697052602795935
PR39001,CP,1,59761,101410,1.6969301761789086
PR39002,CP,1,59752,101408,1.6971408469514158
PR38700,CP,1,49270,99039,2.010135563002942
PR38701,CP,1,49253,99025,2.0105407972933436
PR19085,PE,1,55289,98814,1.7872060353967512
PR34572,CP,1,52307,98705,1.8870306637419043
PR38660,CP,1,55684,97995,1.759817868203168
PR38661,CP,1,55689,97983,1.7594501477557767
PR38677,CP,1,49997,96725,1.9345975315792883
PR38676,CP,1,49986,96721,1.934963449912176
PR34567,CP,1,55587,96706,1.7397191370828495
PR39021,CP,1,56372,95949,1.7020740908146699
PR39020,CP,1,56363,95942,1.7021900014353162
PR34325,RS,1,54016,95188,1.7622083619432225
PR39046,CP,1,52264,94814,1.8141187428381407
PR39047,CP,1,52262,94808,1.8140782294363778
PR38549,CP,1,55348,94479,1.7069979905493307
PR38550,CP,1,55353,94479,1.7068387225915267
PR40651,PE,1,52849,93850,1.7758039957638174
PR38497,RS,1,51391,92546,1.800814337001255
PR38496,RS,1,51388,92532,1.800664978080554
PR38725,CP,1,45803,91952,2.0075673884224483
PR38724,CP,1,45816,91949,2.0068922060974352
PR38591,CP,1,53534,91158,1.7028123470022671
PR38590,CP,1,53521,91154,1.7031363271516826
PR27109,DF,1,52896,91138,1.7229678328743216
PR34257,RS,1,50375,90926,1.8049622068792472
PR34565,CP,1,56930,90433,1.5884767120785233
PR27106,DF,1,54362,90374,1.6624496665900206
PR34563,CP,1,52420,89970,1.7163075893540995
PR38458,RS,1,43114,89842,2.0838449227629074
PR38459,RS,1,43113,89841,2.0838150228685106
PR38917,CP,1,53352,89088,1.6697889563349273
PR38916,CP,1,53356,89072,1.669368718137961
PR39461,BA,1,52115,87979,1.6881477773208886
PR38755,CP,1,48890,87067,1.780865652659381
PR38754,CP,1,48886,87059,1.780843662386129
PR38977,CP,1,48395,87048,1.7986978409550902
PR38976,CP,1,48380,87041,1.7990999288558105
PR39024,CP,1,53345,86359,1.6188573505590989
PR39025,CP,1,53348,86347,1.618567261875752
PR34287,RS,1,49086,86056,1.7531433132450842
PR38951,CP,1,50272,85834,1.7073837392953106
PR38950,CP,1,50273,85831,1.7072990351523136
PR39028,CP,1,51721,85113,1.6456067667207515
PR39032,CP,1,51725,85112,1.6454636125648883
PR39037,CP,1,51732,85110,1.6452240890185825
PR39036,CP,1,51725,85109,1.645408570143212
PR39029,CP,1,51716,85107,1.6456474764848004
PR39030,CP,1,51716,85103,1.6455967890794359
PR39034,CP,1,51718,85103,1.6454965523188658
PR39031,CP,1,51730,85101,1.6450816034121338
PR39035,CP,1,51723,85100,1.6452810950126218
PR39033,CP,1,51713,85095,1.6455185941919184
PR38731,CP,1,41831,84032,2.0088448018053446
PR38730,CP,1,41831,84027,2.0087154562968563
PR40096,BA,1,42607,83961,1.970600163728811
PR38783,CP,1,43564,83785,1.9232432370393326
PR38782,CP,1,43561,83781,1.923304331856477
PR40808,PE,1,48974,83480,1.7045561279120007
PR38585,CP,1,49488,83322,1.683659895899531
PR38584,CP,1,49489,83311,1.6834027918799677
PR38906,CP,1,47255,82394,1.7436121696096656
PR38907,CP,1,47268,82383,1.7428773373748965
PR39042,CP,1,48438,81822,1.6891845692742242
PR39039,CP,1,48442,81819,1.6890017786012963
PR39043,CP,1,48434,81815,1.6891967669500167
PR39038,CP,1,48451,81814,1.6885908561321168
PR38622,CP,1,50079,81606,1.6295518784801228
PR38623,CP,1,50079,81601,1.6294407952211647
PR38961,CP,1,48270,80948,1.6769846118532175
PR38960,CP,1,48273,80935,1.6766070164201483
PR38962,CP,1,48267,80931,1.6767344298731301
PR38963,CP,1,48269,80930,1.6766230335850774
PR38737,CP,1,44745,80921,1.8084958120778611
PR38736,CP,1,44754,80920,1.8081046598666057
PR38796,CP,1,38356,80509,2.099001986641013
PR38797,CP,1,38353,80499,2.0988640493844413
PR39056,CP,1,44999,80325,1.7850384650769813
PR39057,CP,1,45004,80323,1.7848011851277754
PR38659,CP,1,43058,80129,1.860936163532164
PR38658,CP,1,43054,80122,1.8609858357045788
PR39064,CP,1,47351,80106,1.6917433680405156
PR39065,CP,1,47353,80105,1.691636246605856
PR39054,CP,1,47354,80101,1.691523201044039
PR39055,CP,1,47366,80091,1.6908899825424075
PR34265,RS,1,42421,79587,1.8761044527934683
PR38938,CP,1,46585,79120,1.6984079452047738
PR38939,CP,1,46575,79117,1.6986713305931476
PR34278,RS,1,43056,78824,1.8307518902118682
PR31313,CP,1,45507,77758,1.7087072021679175
PR38665,CP,1,45059,77387,1.71744125764434
PR38664,CP,1,45059,77376,1.7171973578035078
PR38794,CP,1,35941,75852,2.110424014750468
PR38795,CP,1,35948,75852,2.1100104453676676
PR38836,CP,1,41995,75377,1.7949084472028392
PR38837,CP,1,41989,75362,1.794800708842696
PR38790,CP,1,35264,74389,2.109499684098171
PR38791,CP,1,35263,74378,2.109227275936905
PR38528,RS,1,40883,74182,1.8144978235580156
PR38529,RS,1,40883,74169,1.8141472073284466
PR38770,CP,1,37702,73261,1.9431431784545365
PR38771,CP,1,37708,73254,1.9426579386888194
PR39023,CP,1,37956,72203,1.9022661042308355
PR39022,CP,1,37948,72198,1.9025301999168354
PR38787,CP,1,35132,68736,1.9565073339792716
PR38786,CP,1,35135,68731,1.9561645301547448
PR38955,CP,1,40972,67046,1.636387909910086
PR38956,CP,1,40980,67046,1.636052645577917
PR38954,CP,1,40973,67040,1.6361836308833757
PR38957,CP,1,40965,67039,1.6364939470338609
PR27105,DF,1,41978,66607,1.586733066447822
PR38978,CP,1,38628,63485,1.6434950158406851
PR38989,CP,1,38617,63479,1.6438034426512655
PR38979,CP,1,38626,63478,1.6434080811757583
PR38988,CP,1,38628,63473,1.6431604316975115
PR38841,CP,1,38257,62625,1.6369382765873637
PR38855,CP,1,38251,62616,1.6369821345893873
PR38840,CP,1,38247,62613,1.6370305995164713
PR38848,CP,1,38256,62612,1.636641829161249
PR38854,CP,1,38257,62608,1.6365087073987796
PR38849,CP,1,38246,62607,1.6369612922945147
PR31316,CP,1,38141,62469,1.637856682535829
PR38743,CP,1,38139,62467,1.6378711496051184
PR38742,CP,1,38135,62457,1.637770664026281
PR38853,CP,1,38013,62188,1.6359663083859162
PR38852,CP,1,38001,62182,1.6363369385016184
PR38815,CP,1,36824,62011,1.683946989172824
PR38814,CP,1,36819,61997,1.6838325321165701
PR19037,PE,1,41035,61030,1.4872755151326695
PR34258,RS,1,36164,61009,1.686973436988023
PR40590,PE,1,33955,60764,1.789504436199102
PR19086,PE,1,35434,60281,1.701193070505624
PR38715,CP,1,34782,58779,1.689888134686872
PR38714,CP,1,34779,58775,1.6899477136773946
PR38919,CP,1,35819,58346,1.6288901811530379
PR38918,CP,1,35822,58338,1.6285401474932346
PR39100,CP,1,36771,58188,1.5824633542737483
PR39101,CP,1,36769,58188,1.5825047987829124
PR34285,RS,1,31423,57204,1.8204466525562215
PR38901,CP,1,33701,56140,1.6658223844188385
PR38900,CP,1,33699,56136,1.6657988983209528
PR38902,CP,1,33175,55188,1.6635241974450508
PR38903,CP,1,33168,55187,1.6638678162756217
PR38480,RS,1,29211,55051,1.8845668922053094
PR38481,RS,1,29216,55044,1.8839911393505524
PR38732,CP,1,29445,54216,1.8412216980971883
PR38733,CP,1,29453,54208,1.8404529676346926
PR39099,CP,1,30506,53825,1.7643882639939212
PR39098,CP,1,30499,53822,1.7647076953140626
PR38809,CP,1,32924,53164,1.6147390813632667
PR38811,CP,1,32922,53162,1.614788894963854
PR38808,CP,1,32927,53160,1.614475713002801
PR38810,CP,1,32925,53156,1.6144450312934977
PR38826,CP,1,32383,53049,1.6381765326030768
PR38827,CP,1,32390,53042,1.637588409655821
PR38750,CP,1,29460,50687,1.720543813312306
PR38751,CP,1,29464,50670,1.7196801751780424
PR38671,CP,1,28139,49888,1.7729282704500526
PR38670,CP,1,28128,49879,1.773279807055116
PR42595,PE,1,31361,49829,1.5888912343087163
PR38776,CP,1,28190,49423,1.7531807599628102
PR38777,CP,1,28204,49421,1.7522397087563146
PR38720,CP,1,28032,48953,1.7463381553863542
PR38721,CP,1,28026,48951,1.746588693261592
PR38554,CP,1,27847,48112,1.7277045275567222
PR38553,CP,1,27844,48109,1.7277632349661465
PR38717,CP,1,28033,48086,1.7153352786319176
PR38716,CP,1,28035,48082,1.7150408154093417
PR34290,RS,1,28719,47985,1.6708275082827433
PR19078,PE,1,29527,47899,1.6222282806560042
PR38773,CP,1,27364,47706,1.7434099739512527
PR38772,CP,1,27353,47698,1.7437577891684815
PR19063,PE,1,29895,47680,1.5948873137156587
PR27111,DF,1,27824,47516,1.7077298062903261
PR34374,RS,1,25816,47165,1.8269466305866058
PR34373,RS,1,25806,47154,1.8272043095751804
PR31081,CP,1,26725,46547,1.7416988336084798
PR38569,CP,1,27780,46401,1.6702920839676165
PR38570,CP,1,27794,46391,1.6690572756771305
PR38706,CP,1,25268,45992,1.8201729373506765
PR38707,CP,1,25283,45978,1.8185102362229637
PR38820,CP,1,29157,45849,1.5724826536257188
PR38821,CP,1,29159,45843,1.572157221689331
PR38642,CP,1,26026,45689,1.7554675268040505
PR38643,CP,1,26028,45684,1.7551905241238348
PR38694,CP,1,26527,45023,1.697275661142896
PR38695,CP,1,26514,45019,1.6979125415715302
PR38629,CP,1,27568,44446,1.6121961296257268
PR38628,CP,1,27569,44433,1.6116674555719384
PR34568,CP,1,26592,43572,1.6385081905197396
PR34266,RS,1,24109,42459,1.761081242954069
PR34229,RS,1,24100,42458,1.761709804722137
PR31073,CP,1,24126,42401,1.7574792829902293
PR39051,CP,1,26607,42385,1.5929562405220996
PR39050,CP,1,26612,42383,1.5926235723728166
PR38631,CP,1,25305,41255,1.6302852981192857
PR38630,CP,1,25313,41241,1.6292328581073312
PR38722,CP,1,22562,40923,1.8137835513952414
PR38723,CP,1,22569,40920,1.8131166063334385
PR34255,RS,1,24023,40635,1.6915022613321566
PR31075,CP,1,24474,40573,1.6577945043612419
PR30790,CP,1,24973,40405,1.6179488637455712
PR38775,CP,1,21805,39471,1.8101798326734775
PR38774,CP,1,21807,39467,1.809838997390758
PR38785,CP,1,21534,39110,1.8162155434909306
PR38784,CP,1,21537,39107,1.815765843149454
PR38812,CP,1,22785,38813,1.7034569081327993
PR38813,CP,1,22788,38813,1.703193976616296
PR31227,CP,1,22798,38800,1.7018689116941528
PR42465,CP,1,23926,38741,1.619219595499682
PR40654,PE,1,23871,38310,1.6048737227329244
PR38729,CP,1,23716,38213,1.611281081710133
PR38728,CP,1,23712,38212,1.6115272810237062
PR38756,CP,1,20133,37602,1.8676318880674296
PR38757,CP,1,20150,37600,1.8659796014379835
PR38698,CP,1,23263,37445,1.609625013325447
PR38699,CP,1,23261,37429,1.6090837376162606
PR38486,RS,1,19552,36758,1.880002720899165
PR38487,RS,1,19540,36754,1.8808911542171696
PR19093,PE,1,20711,36712,1.7725896241218646
PR34355,RS,1,21558,36590,1.697294411350781
PR38792,CP,1,20512,36489,1.7789059251217185
PR38793,CP,1,20522,36474,1.7772527228359591
PR38475,RS,1,18723,35946,1.91983887662269
PR38474,RS,1,18727,35936,1.9189472340839078
PR38752,CP,1,22178,35911,1.6191878644526014
PR38753,CP,1,22162,35906,1.620108875889157
PR34346,RS,1,20752,35696,1.7201047582104367
PR19035,PE,1,20988,35637,1.6979259375017868
PR38747,CP,1,18638,35303,1.894110192657149
PR38949,CP,1,20069,33860,1.6871755597388634
PR38948,CP,1,20070,33847,1.6864601898221108
PR42795,PE,1,21231,33642,1.5846053268058051
PR38758,CP,1,17543,32784,1.86879569065025
PR38759,CP,1,17540,32784,1.8691226037737567
PR41809,PE,1,21519,32532,1.5117792890650597
PR34264,RS,1,16533,32017,1.9365690644827651
PR38877,CP,1,18564,31814,1.7137167450403716
PR38876,CP,1,18554,31810,1.7144593352081825
PR38552,CP,1,18740,31128,1.6610583901097964
PR38551,CP,1,18735,31116,1.6607706993553042
PR27107,DF,1,18037,30752,1.704894248094248
PR38669,CP,1,18367,30080,1.6377479852474706
PR38668,CP,1,18356,30067,1.637992181320154
PR34369,RS,1,16926,29541,1.745316995645778
PR34370,RS,1,16918,29529,1.745368627300319
PR34372,RS,1,16907,29522,1.7461102968748707
PR38484,RS,1,17474,29390,1.6818752249666806
PR38485,RS,1,17457,29374,1.6825792334702339
PR38555,CP,1,17432,29124,1.6707419001579267
PR38556,CP,1,17428,29118,1.6707544203510576
PR19090,PE,1,17571,28627,1.6292025869428137
PR38705,CP,1,16717,27758,1.6604808554496573
PR38702,CP,1,16711,27754,1.660796916166966
PR38704,CP,1,16707,27753,1.661117215985674
PR38703,CP,1,16706,27746,1.660765280744798
PR38483,RS,1,13883,27593,1.9875311433302674
PR38482,RS,1,13876,27579,1.987550778769952
PR38476,RS,1,15407,27290,1.7713002650688117
PR38477,RS,1,15412,27282,1.7701403581849007
PR38712,CP,1,16022,26528,1.6557165254470014
PR38713,CP,1,16008,26516,1.656406831921781
PR31314,CP,1,15929,26395,1.6570155091074024
PR38561,CP,1,15170,26390,1.7396226439969176
PR38562,CP,1,15182,26383,1.7376873076373371
PR27099,DF,1,18599,26209,1.4091287886526713
PR38647,CP,1,15692,26199,1.6695791149989072
PR38646,CP,1,15683,26193,1.6702021026428413
PR38996,CP,1,17054,26095,1.5301750145566937
PR38997,CP,1,17055,26095,1.5299971153237288
PR38617,CP,1,15973,25928,1.6232532602782261
PR38616,CP,1,15965,25912,1.6230268539524302
PR38566,CP,1,14932,25892,1.7339927539628859
PR38763,CP,1,15036,25884,1.7214847831277305
PR38565,CP,1,14923,25884,1.734489020524951
PR38762,CP,1,15046,25883,1.7202540462366278
PR38764,CP,1,15029,25880,1.7220147019292955
PR38765,CP,1,15042,25876,1.7202563219567586
PR38592,CP,1,15609,24787,1.587980286604026
PR38593,CP,1,15617,24775,1.586415436962705
PR38739,CP,1,14618,24665,1.687338727551833
PR38738,CP,1,14614,24665,1.6877405175198026
PR38641,CP,1,14967,24416,1.63130329860044
PR38640,CP,1,14961,24411,1.6316598946194139
PR38965,CP,1,14023,24004,1.711703373260638
PR38964,CP,1,14031,24001,1.7106266004614032
PR38611,CP,1,13405,23641,1.7635311695994116
PR38635,CP,1,13405,23640,1.7635161647915043
PR38610,CP,1,13408,23623,1.7619174763798437
PR38634,CP,1,13407,23623,1.76202378128734
PR38971,CP,1,13852,23620,1.7050790809144656
PR38970,CP,1,13861,23614,1.7036321492133963
PR39066,CP,1,14038,23533,1.6763919380781487
PR39007,CP,1,14021,23533,1.6784543855006993
PR39063,CP,1,14038,23533,1.6763134613494257
PR39011,CP,1,14036,23532,1.676508556203069
PR39067,CP,1,14024,23531,1.6778449603559409
PR39062,CP,1,14019,23530,1.6784266564523733
PR39005,CP,1,14035,23525,1.6761646642570778
PR39009,CP,1,14029,23525,1.6768434197996203
PR39004,CP,1,14020,23524,1.6778568916955587
PR39006,CP,1,14021,23523,1.6775996268672684
PR39008,CP,1,14030,23522,1.6765508354133731
PR39010,CP,1,14020,23520,1.677553879148946
PR38874,CP,1,13428,23447,1.7461194069864079
PR38875,CP,1,13440,23432,1.7434728359412721
PR38850,CP,1,13673,23377,1.7097371538900346
PR38851,CP,1,13675,23373,1.7090657952560377
PR38637,CP,1,13274,23356,1.7595184930722547
PR38626,CP,1,13281,23351,1.7581485382661877
PR38636,CP,1,13282,23345,1.757581506559522
PR38627,CP,1,13282,23343,1.7575562734857149
PR34332,RS,1,13387,23086,1.7245065267325255
PR34274,RS,1,13865,22824,1.6461024068405854
PR38748,CP,1,13567,22756,1.677235500313977
PR38749,CP,1,13569,22745,1.6762973575294493
PR38645,CP,1,13848,22474,1.6229083580470762
PR38644,CP,1,13833,22463,1.6238086116100958
PR38973,CP,1,12642,21026,1.6631747799510228
PR38972,CP,1,12636,21024,1.6637234040027633
PR38832,CP,1,13004,21021,1.6164683772461352
PR38833,CP,1,13007,21018,1.615952887088156
PR34313,RS,1,12415,20924,1.6854161464668025
PR34314,RS,1,12420,20918,1.6842385370739548
PR38952,CP,1,13067,20855,1.595953450678519
PR38953,CP,1,13073,20850,1.5948338636641783
PR38946,CP,1,12004,20827,1.7350077682115619
PR38947,CP,1,12009,20819,1.7336060147571057
PR38651,CP,1,12875,20816,1.616774326835925
PR38650,CP,1,12873,20815,1.6168960497636258
PR38575,CP,1,13204,20722,1.5693875819993064
PR38576,CP,1,13199,20718,1.5696125238450944
PR38577,CP,1,13210,20718,1.5683444142745433
PR38574,CP,1,13208,20716,1.5684774379164144
PR38468,RS,1,12871,20689,1.6073331701840867
PR38469,RS,1,12871,20685,1.6070653039502458
PR38857,CP,1,12826,20511,1.5991171499317047
PR38864,CP,1,12817,20509,1.600129354701045
PR38856,CP,1,12825,20503,1.5987312349952087
PR38865,CP,1,12823,20503,1.5988954731085445
PR38858,CP,1,12817,20503,1.599596656225498
PR38859,CP,1,12827,20498,1.5980291956576818
PR38861,CP,1,12817,20497,1.5991393232234499
PR38860,CP,1,12820,20494,1.5985596966205988
PR34273,RS,1,11994,19909,1.6598690046622069
PR38886,CP,1,11670,19648,1.6836012040687445
PR38624,CP,1,11665,19648,1.6843273371920777
PR38862,CP,1,11680,19647,1.6820712799746589
PR38726,CP,1,11671,19647,1.6834140586242972
PR38625,CP,1,11673,19645,1.6828841439073738
PR38818,CP,1,11683,19642,1.6812933796334733
PR38887,CP,1,11664,19640,1.6836954434477274
PR38863,CP,1,11672,19636,1.6823766980576005
PR38727,CP,1,11675,19635,1.6817513371846537
PR38819,CP,1,11674,19631,1.681514423200462
PR42796,PE,1,11405,19567,1.715619528421739
PR34362,RS,1,10519,19535,1.8571404125867477
PR38932,CP,1,11907,19309,1.6216400750466522
PR38933,CP,1,11914,19308,1.620559390671227
PR42945,BA,1,10925,18635,1.7056700134542693
PR31315,CP,1,10080,17698,1.7556391462244825
PR31083,CP,1,10929,17538,1.6047397016116196
PR38912,CP,1,10408,17536,1.6848823624359162
PR38913,CP,1,10400,17529,1.6854493813770848
PR34335,RS,1,9972,16955,1.700103881310589
PR38828,CP,1,10538,16910,1.6046360688777617
PR38829,CP,1,10534,16904,1.604695382080048
PR38807,CP,1,10719,16787,1.5661108877381293
PR31085,CP,1,10734,16785,1.5636258796043574
PR38806,CP,1,10720,16781,1.5653298534026334
PR34361,RS,1,10083,16509,1.637262602521
PR34564,CP,1,9399,16453,1.7503970791147558
PR34384,RS,1,10014,16181,1.6158595463936467
PR34383,RS,1,9999,16169,1.6170386608609038
PR34382,RS,1,10013,16163,1.6142550114650496
PR38548,CP,1,9588,16015,1.670255037868754
PR38547,CP,1,9594,16012,1.6688609336404472
PR31318,CP,1,9606,16005,1.6661475601821731
PR39076,CP,1,9924,15760,1.5880514392863874
PR39074,CP,1,9932,15756,1.5863528776909608
PR39075,CP,1,9930,15752,1.5862576986131418
PR39077,CP,1,9922,15747,1.5871039526874826
PR34283,RS,1,10051,15391,1.5312553165029226
PR38831,CP,1,9253,14967,1.6175862534785075
PR38830,CP,1,9252,14963,1.6172995488728308
PR34267,RS,1,8047,14649,1.8203077335990765
PR34268,RS,1,8053,14644,1.818399904637972
PR39072,CP,1,8767,14589,1.6640216709438265
PR39073,CP,1,8773,14582,1.6621745924819022
PR39084,CP,1,8767,14579,1.6628759062981522
PR39085,CP,1,8765,14576,1.6628777032584554
PR38890,CP,1,8284,13464,1.6253806996302549
PR38891,CP,1,8258,13413,1.6242905458997274
PR34238,RS,1,8296,13088,1.5776328112852074
PR38685,CP,1,7387,12471,1.6881818969391458
PR38684,CP,1,7399,12466,1.6847370725537043
PR31078,CP,1,7906,12409,1.5695067888469394
PR38816,CP,1,7398,11402,1.541133633116133
PR38817,CP,1,7406,11395,1.5386798554205805
PR38689,CP,1,6706,11128,1.659285754755522
PR38688,CP,1,6702,11127,1.660393433621505
PR39081,CP,1,6987,11097,1.5881689592599588
PR39080,CP,1,6976,11094,1.5901535250856065
PR31077,CP,1,6980,11079,1.5873175511888185
PR39044,CP,1,7646,10874,1.4221820007951287
