chave_produto,praca,pontos,alcance,impactos,frequencia
PR35494,SP,1,134346,234555,1.745904218319617
PR35493,SP,1,134339,234550,1.745952585037381
PR35496,SP,1,134338,234550,1.7459617913385315
PR35495,SP,1,134346,234548,1.7458442590468184
PR17475,MG,1,153162,234443,1.5306844825426
PR39400,PR,1,147658,234170,1.5858934218744953
PR34692,MG,1,135086,234043,1.7325525220970344
PR39406,PR,1,120903,232916,1.9264725586990448
PR42407,BA,1,114703,231742,2.020356406240274
PR36955,SP,1,147547,230462,1.5619541122720404
PR36953,SP,1,147537,230460,1.5620504053659192
PR36954,SP,1,147551,230451,1.56183982836105
PR36956,SP,1,147549,230448,1.5618421973824153
PR41517,BA,1,128399,229820,1.7898843542803105
PR16818,RJ,1,126048,229352,1.8195552976660392
PR18321,MG,1,101283,228183,2.252907098150458
PR14640,RJ,1,123288,227547,1.8456493334634345
PR41595,CE,1,128600,227344,1.7678269275750351
PR20369,RJ,1,108495,226603,2.088593939826299
PR41554,BA,1,130324,224713,1.7242638951233267
PR35511,SP,1,148630,224652,1.511482112550734
PR35512,SP,1,148633,224647,1.5114162519783534
PR33437,RS,1,120494,224366,1.8620424369260065
PR16875,RJ,1,112794,223583,1.9822211997132837
PR18318,MG,1,93330,223424,2.393895921942957
PR42523,BA,1,117968,221729,1.8795583514334413
PR34504,RS,1,114481,221145,1.9317194537053155
PR39533,RS,1,113726,220172,1.9359737602769302
PR17272,RJ,1,115012,219713,1.9103529664628214
PR17495,MG,1,128038,218721,1.7082458109738843
PR41546,BA,1,116875,218497,1.869489246598819
PR17267,RJ,1,125371,218174,1.7402282835612977
PR42391,BA,1,116730,217608,1.8642012399522658
PR40430,MG,1,136146,216335,1.5889855182745443
PR17257,RJ,1,120589,215595,1.7878494822500541
PR42544,SC,1,97764,213990,2.1888309357779474
PR39279,BA,1,117434,213582,1.818742868334554
PR17326,RJ,1,120505,211886,1.7583171853186852
PR40886,SC,1,120853,211197,1.7475455009276515
PR16846,RJ,1,120039,209604,1.7461264924011024
PR17512,MG,1,103530,208379,2.0127345008082638
PR39430,PR,1,125480,208093,1.6583694995050244
PR40427,MG,1,132516,207242,1.5638957123547426
PR39383,PR,1,127560,207232,1.6245841282185254
PR39595,PE,1,107764,206794,1.9189568896920826
PR39973,RJ,1,114452,206392,1.8032991121827628
PR17552,RJ,1,111361,205915,1.849061115662835
PR39499,RS,1,94384,204329,2.164868965118286
PR34460,RS,1,96065,204105,2.124658343771564
PR39506,RS,1,96066,204092,2.1244975722432637
PR18345,MG,1,74509,203404,2.7299063075009027
PR17338,RJ,1,109709,200357,1.8262508593126336
PR34493,RS,1,90414,200040,2.212489007537862
PR42757,SP,1,109643,199966,1.8237854228026396
PR42756,SP,1,109642,199959,1.8237450596147873
PR34519,RS,1,95594,199703,2.089073407096448
PR41553,BA,1,119528,199650,1.6703162604827624
PR33446,RS,1,97823,198606,2.030254104794128
PR33441,RS,1,93672,197910,2.112799294218424
PR31355,CP,1,114521,197810,1.7272823483399304
PR33443,RS,1,99634,197636,1.9836082241210695
PR42211,RS,1,99629,197631,1.9836618012839742
PR39145,PE,1,109396,196952,1.800343519631946
PR31805,MG,1,119916,196897,1.6419500143682881
PR19395,MG,1,88325,195603,2.2145841331726692
PR31803,MG,1,115366,195519,1.694758375235878
PR39500,RS,1,99735,195035,1.9555143489841882
PR42914,RJ,1,110634,193678,1.7506195190998808
PR16851,RJ,1,103856,193475,1.8629065003173118
PR42926,MG,1,121183,193181,1.5941241593110078
PR31320,CP,1,105952,192376,1.8156911771978856
PR39980,RJ,1,97809,191972,1.96271747788581
PR39982,RJ,1,103444,190890,1.8453435945423926
PR39398,PR,1,119809,190758,1.592182521783752
PR17797,MG,1,93541,189784,2.028876080827198
PR39531,RS,1,101316,189621,1.8715719678855898
PR42351,BA,1,96670,188575,1.9507142944331772
PR14650,RJ,1,100461,187134,1.8627445769160897
PR40851,RS,1,87503,187128,2.1385235296934337
PR21455,RJ,1,98157,185320,1.888004738530646
PR42552,CP,1,100523,184828,1.8386533370127294
PR42553,CP,1,100527,184825,1.8385437566735152
PR27535,RJ,1,103934,184274,1.77298870895845
PR17254,RJ,1,104827,183996,1.755238691320948
PR40078,BA,1,103274,182296,1.765157448140221
PR40405,MG,1,117769,182164,1.54678834502991
PR42772,SP,1,108647,181732,1.672678297098338
PR42773,SP,1,108633,181729,1.6728796038036324
PR41956,CE,1,108256,181244,1.6742189257258349
PR17492,MG,1,108723,181083,1.6655452900665182
PR19105,RJ,1,101393,178121,1.7567296294437025
PR19134,RJ,1,102890,175856,1.7091602272200455
PR39539,RS,1,80927,175543,2.169147944737615
PR17306,RJ,1,100692,175483,1.7427647202300225
PR17268,RJ,1,87380,175219,2.0052414266339316
PR17535,RJ,1,88653,173436,1.9563462337381954
PR40780,MG,1,99603,172837,1.7352595334133305
PR19159,RJ,1,96870,172053,1.7761172921523447
PR14634,RJ,1,96867,172053,1.776171423633898
PR42539,SC,1,86504,171881,1.986967614401563
PR42272,BA,1,101353,171806,1.6951184991752166
PR17540,RJ,1,91570,171230,1.8699300245678994
PR42543,SC,1,90893,170167,1.8721673142016222
PR40431,MG,1,109884,169844,1.5456562689089883
PR42157,BA,1,90028,169244,1.8798925588375544
PR40432,MG,1,114809,169108,1.4729508446600674
PR17534,RJ,1,88442,168531,1.9055490905702974
PR42511,CE,1,96599,167914,1.7382547751038384
PR17494,MG,1,99967,167602,1.6765792886383888
PR39535,RS,1,76996,164919,2.141901777361656
PR33423,RS,1,78383,164666,2.100775061275667
PR20286,RJ,1,90547,163513,1.805839505538833
PR41522,BA,1,91910,162997,1.7734384528619709
PR40890,SC,1,83814,162800,1.9423887525232741
PR41516,BA,1,90616,161189,1.7788117473411227
PR17477,MG,1,113230,160780,1.4199391418658656
PR21200,RJ,1,86876,160717,1.8499565360322738
PR17542,RJ,1,99609,159914,1.6054242189324317
PR17496,MG,1,74943,159691,2.130836600926944
PR40428,MG,1,97878,159535,1.6299290028450557
PR17448,MG,1,69790,159025,2.2786056677595563
PR41953,CE,1,91331,158416,1.734527246654286
PR39408,PR,1,85357,158376,1.8554458925377926
PR40424,MG,1,107732,157924,1.46589764839023
PR14642,RJ,1,93262,157751,1.691483434710293
PR39427,PR,1,100052,157579,1.5749607182682517
PR39123,PE,1,87733,157466,1.7948189601856708
PR40414,MG,1,90750,156222,1.7214537283480242
PR17301,RJ,1,81484,155177,1.9043922156158937
PR32571,RJ,1,95158,154675,1.625453336750797
PR16514,MG,1,88045,154363,1.7532244374760848
PR42406,BA,1,91603,154308,1.6845217932008543
PR42688,BA,1,89905,154125,1.7143034789763072
PR39979,RJ,1,91337,153963,1.6856542135476063
PR42565,CP,1,83907,153142,1.8251258761994111
PR42563,CP,1,83903,153141,1.8252024492349863
PR42564,CP,1,83899,153135,1.8252254567329151
PR42562,CP,1,83899,153134,1.8252129752506037
PR16889,RJ,1,82478,151552,1.8374846050490348
PR42537,SC,1,88050,150858,1.7133056486045863
PR33433,RS,1,80457,150489,1.8704311157424163
PR42561,CP,1,82158,150122,1.827226265200727
PR42560,CP,1,82152,150112,1.8272530951997517
PR39412,PR,1,95470,150062,1.571824505624308
PR35504,SP,1,104678,149769,1.430756270923618
PR35505,SP,1,104691,149760,1.430492981417666
PR40439,MG,1,93142,149704,1.6072564574653354
PR17260,RJ,1,85629,149507,1.745985301725698
PR39968,RJ,1,81806,148442,1.8145583834851486
PR39970,RJ,1,75775,147796,1.9504404969503448
PR17525,RJ,1,70881,146229,2.0630123160416662
PR40415,MG,1,82856,145999,1.7620720331358073
PR39392,PR,1,93843,145425,1.5496538498916497
PR16533,PR,1,93793,145273,1.5488556981389083
PR34499,RS,1,66171,145198,2.1942707626520557
PR17259,RJ,1,83566,145141,1.7368473075586044
PR39417,PR,1,84605,144786,1.7113167485410472
PR41536,BA,1,85459,144433,1.6900743729017205
PR17258,RJ,1,82977,144339,1.739512268371585
PR17284,RJ,1,81207,143986,1.773065827564878
PR39977,RJ,1,68882,142979,2.075681605832041
PR40433,MG,1,91275,142917,1.5657843244235785
PR40437,MG,1,85698,142190,1.6591990211222787
PR39393,PR,1,91394,141460,1.5477911083251557
PR16492,MG,1,94094,141405,1.5027932468106633
PR18329,MG,1,80904,139787,1.7278098609985295
PR16817,RJ,1,78716,137572,1.747699170907535
PR42888,BA,1,78872,137549,1.7439441470812462
PR42372,BA,1,75416,137422,1.8221945977052643
PR40426,MG,1,82210,137218,1.6691187516504924
PR33422,RS,1,63730,136790,2.1463867456577996
PR39971,RJ,1,73776,136298,1.8474451156756762
PR39394,PR,1,90234,136251,1.5099752422579416
PR17322,RJ,1,75111,136052,1.8113484470398304
PR17489,MG,1,78801,134197,1.7029811539598765
PR42811,CE,1,78482,134118,1.7088933363080954
PR39993,RJ,1,75350,134075,1.779370447747487
PR39401,PR,1,77094,133870,1.7364406865401611
PR31342,CP,1,71423,133852,1.874058052869167
PR16491,MG,1,75596,133250,1.7626645522701982
PR17332,RJ,1,72193,132008,1.8285418808490668
PR42759,SP,1,92970,131409,1.4134443701560142
PR39989,RJ,1,78728,129572,1.6458096099523694
PR33424,RS,1,71701,129436,1.805208469313411
PR34459,RS,1,72817,128466,1.7642232432793201
PR16532,PR,1,81651,127714,1.5641357883773725
PR17470,MG,1,74943,127214,1.6974767523627925
PR37369,SP,1,63311,127004,2.0060289423984075
PR37368,SP,1,63309,126988,2.0058444846772807
PR34514,RS,1,69501,126811,1.8245783057642553
PR34513,RS,1,69501,126802,1.8244564911643077
PR16849,RJ,1,71934,126801,1.7627212137186146
PR31326,RJ,1,68901,126027,1.8290852684016534
PR34498,RS,1,63733,125941,1.9760718081112838
PR40999,BA,1,74276,125574,1.690641473931707
PR16527,PR,1,73170,125347,1.713091226108406
PR39976,RJ,1,71232,125251,1.7583506030527043
PR17242,RJ,1,76867,123546,1.607273295430744
PR17319,RJ,1,72816,123140,1.6911138797151415
PR16816,RJ,1,70302,122634,1.744391842856383
PR40671,BA,1,67761,122284,1.8046258949944949
PR42558,CP,1,66359,121389,1.829266120480359
PR42559,CP,1,66369,121372,1.8287315618128928
PR17516,RJ,1,65473,121096,1.8495507586174664
PR17265,RJ,1,69691,121041,1.7368246221149681
PR14644,RJ,1,69163,120787,1.7464129789177023
PR42554,CP,1,65894,120727,1.832141166115276
PR42557,CP,1,65906,120724,1.8317532718970084
PR42556,CP,1,65902,120723,1.831849860028645
PR42555,CP,1,65890,120718,1.83209954787253
PR40776,BA,1,65502,120446,1.8388045319040998
PR39972,RJ,1,69034,120402,1.7440948349288645
PR17323,RJ,1,62866,120380,1.914872802792472
PR31325,CP,1,71757,119935,1.6713925535229819
PR39543,RS,1,65466,119464,1.824811694831294
PR39527,RS,1,47756,119367,2.499483320193857
PR39530,RS,1,48580,119247,2.4546463369398617
PR16852,RJ,1,69644,119187,1.711354520320569
PR39402,PR,1,66631,118118,1.7727212831915782
PR30709,RJ,1,67335,117766,1.7489403114122615
PR32566,RJ,1,71470,117069,1.6380010004092584
PR42197,RS,1,46800,116995,2.4998666682620896
PR17473,MG,1,78115,116900,1.4965062107825617
PR34472,RS,1,53095,116622,2.196476043230086
PR17247,RJ,1,68188,116378,1.7067281104368814
PR17245,RJ,1,68195,116377,1.7065237761046212
PR42214,RS,1,64853,115888,1.7869272751523244
PR33425,RS,1,65459,115462,1.7638904038269934
PR32564,RJ,1,70534,115245,1.6338852300716544
PR19171,RJ,1,59537,114581,1.924532646706104
PR14635,RJ,1,66031,114550,1.7347883780176163
PR16496,MG,1,66355,114181,1.7207586585837447
PR42435,CE,1,71330,113655,1.5933759156910257
PR39504,RS,1,61519,112599,1.8302968179373282
PR39428,PR,1,70673,111243,1.574056575741368
PR17238,RJ,1,69338,111097,1.6022438752695634
PR17484,MG,1,69915,110346,1.5782803115513606
PR16832,RJ,1,61066,110116,1.8032281254503293
PR33430,RS,1,44100,109440,2.481626538056779
PR39391,PR,1,70244,108762,1.5483369540149703
PR21270,RJ,1,61596,108549,1.7622733900173175
PR40438,MG,1,72155,108461,1.5031531036482262
PR18331,MG,1,65188,107685,1.6519114286875758
PR33429,RS,1,46943,106743,2.273865120013395
PR17461,MG,1,68836,106713,1.5502374745158334
PR39880,BA,1,60095,106702,1.7755469688223486
PR16844,RJ,1,58712,106058,1.8064007145287861
PR41542,BA,1,58415,105371,1.803835279407495
PR16838,RJ,1,64680,105369,1.6290955647361327
PR29094,RJ,1,63320,105108,1.659941181617155
PR34464,RS,1,57182,103305,1.8065897222186276
PR39384,PR,1,65877,103241,1.5671903699318428
PR21395,RJ,1,58044,103213,1.7781797890092836
PR40884,SC,1,55959,102995,1.8405432162303672
PR39385,PR,1,68393,102856,1.503904697055719
PR17502,MG,1,54033,102789,1.9023123467974241
PR34679,PE,1,58669,102668,1.74995295644858
PR16499,MG,1,65529,102221,1.5599328238403642
PR16866,RJ,1,55184,101886,1.8462913851481444
PR42771,SP,1,61007,100338,1.644696243008216
PR31804,MG,1,61514,100289,1.630326830450638
PR17282,RJ,1,56044,100020,1.7846596927021032
PR29192,PR,1,60813,99166,1.6306677699366385
PR42376,CE,1,59022,99096,1.678971768724714
PR14633,RJ,1,57956,98822,1.7051141207583125
PR16860,RJ,1,55196,98449,1.7836339589825352
PR31340,CP,1,57643,98203,1.7036264220289163
PR40435,MG,1,60512,97808,1.6163441806261152
PR31350,CP,1,48331,97504,2.0174152586384193
PR16848,RJ,1,54753,97486,1.7804711847963146
PR41603,RJ,1,54769,97485,1.7799235342233648
PR40790,MG,1,65452,97442,1.4887466493106882
PR42824,RJ,1,58736,97259,1.6558533505469255
PR39424,PR,1,55200,95811,1.73569820415516
PR39399,PR,1,63260,95411,1.5082352015028737
PR18330,MG,1,58912,95236,1.616556970920655
PR36951,SP,1,57931,94277,1.6273903848972158
PR36949,SP,1,57918,94272,1.6276590160945514
PR36950,SP,1,57919,94264,1.6275187930201276
PR17335,RJ,1,53649,93738,1.7472297183697678
PR19203,RJ,1,54726,93451,1.7076177043116172
PR39413,PR,1,62625,92753,1.4810754284279908
PR42521,BA,1,61451,92727,1.5089569619297387
PR16864,RJ,1,53510,92034,1.7199126010494301
PR42251,CE,1,51921,91944,1.77082949341595
PR16856,RJ,1,51731,91883,1.7761463126469594
PR27537,RJ,1,51740,91879,1.7757933934788288
PR39382,PR,1,62195,91239,1.466980955365399
PR42394,BA,1,47757,90069,1.8859797534278584
PR18340,MG,1,48370,89217,1.8444511518817635
PR39523,RS,1,51799,89050,1.7191493173465147
PR41518,BA,1,52861,88888,1.6815452194524898
PR18334,MG,1,51393,88838,1.7286058217576805
PR42698,SC,1,44373,87268,1.966683636296438
PR42458,CE,1,54833,87235,1.590917935891205
PR40887,SC,1,52523,86676,1.6502508401001457
PR16854,RJ,1,48824,86206,1.7656466529494197
PR33421,RS,1,49084,86050,1.7531232950278683
PR16510,MG,1,56851,86013,1.5129334333358897
PR39507,RS,1,38399,85379,2.2234691836687923
PR31341,CP,1,48010,85332,1.7773824681801924
PR16861,RJ,1,51525,84462,1.6392456727902818
PR39411,PR,1,56615,84448,1.4916160196524957
PR39141,PE,1,48732,83188,1.7070468911052166
PR41552,BA,1,47638,82449,1.7307190456218835
PR16857,RJ,1,48659,82190,1.6890980119109835
PR39386,PR,1,54177,82085,1.5151259370361887
PR18336,MG,1,49406,81848,1.6566265060240963
PR31339,CP,1,48367,81701,1.6891851323791864
PR17462,MG,1,49346,81138,1.6442580584236348
PR16824,RJ,1,45054,81072,1.79943357489263
PR42835,SC,1,48161,80468,1.6708131743914838
PR39995,RJ,1,47664,80293,1.6845533261889916
PR39415,PR,1,52508,80264,1.528609474126846
PR33411,RS,1,42432,79575,1.8753588083744106
PR21972,RJ,1,49923,79286,1.5881379931427673
PR16887,RJ,1,43204,79274,1.8348706774637202
PR33414,RS,1,43021,78748,1.8304160267807232
PR16494,MG,1,47081,78718,1.6719742997477764
PR39248,BA,1,45938,78716,1.7135225514448442
PR42494,BA,1,41453,78685,1.8981339288858912
PR16526,PR,1,46141,77770,1.6854687754988373
PR17455,MG,1,50002,77147,1.5428591770326048
PR31321,CP,1,46008,77080,1.6753513220969671
PR17515,RJ,1,40313,76825,1.905698213048088
PR17485,MG,1,47873,76693,1.6020123868110752
PR39568,PE,1,47754,76130,1.5942073324592796
PR18349,MG,1,40646,75061,1.8466838931955212
PR17327,RJ,1,41110,74181,1.8044364951138863
PR17239,RJ,1,44739,73734,1.6480624802050428
PR17481,MG,1,48127,73704,1.5314471518092436
PR42474,BA,1,43666,73012,1.6720590279551022
PR17309,RJ,1,42863,72448,1.6901903466553438
PR17480,MG,1,48702,71933,1.4770083199185255
PR16539,PR,1,45595,71745,1.5735153946804539
PR17500,MG,1,38208,70837,1.853974321796218
PR17315,RJ,1,44717,70645,1.5798148244638517
PR31446,CP,1,36121,70602,1.9545944560226969
PR39416,PR,1,44877,69669,1.5524446899524413
PR40434,MG,1,43882,69367,1.5807507583878426
PR17491,MG,1,43649,68393,1.5668670955964894
PR17482,MG,1,44009,67725,1.5388652072947386
PR17313,RJ,1,42072,67421,1.6025330813213892
PR42548,SC,1,38245,66890,1.748960863845906
PR42482,BA,1,43020,66018,1.5345924259188664
PR41086,BA,1,36446,65632,1.8007952550295407
PR39414,PR,1,44809,65051,1.4517195545801749
PR37373,SP,1,43249,64673,1.495360869078657
PR37372,SP,1,43259,64658,1.4946913973799227
PR16534,PR,1,42405,64292,1.516119591990256
PR31344,CP,1,37403,61868,1.6540593057231336
PR40782,MG,1,37916,61476,1.621378781045519
PR33408,RS,1,36174,61012,1.6866172858617843
PR17291,RJ,1,33854,60730,1.7938723130742085
PR34663,PE,1,33563,60255,1.7952914263104374
PR17478,MG,1,35227,59657,1.6934923087928546
PR19715,RJ,1,33734,58703,1.7401661025078417
PR33420,RS,1,31409,57182,1.8205642670755484
PR39495,RS,1,31948,57163,1.7892647763090763
PR39433,BA,1,31538,57096,1.810405148829794
PR17474,MG,1,34016,55764,1.639318903651477
PR42673,BA,1,31523,55748,1.7684470880899232
PR41519,BA,1,32992,54955,1.6656583716722857
PR17274,RJ,1,31592,54622,1.728957139104039
PR18353,MG,1,37338,54053,1.4476589146041146
PR17503,MG,1,30409,54009,1.7760449379380558
PR34491,RS,1,29396,52425,1.7833669253678541
PR42538,SC,1,32269,51613,1.5994565734439317
PR16847,RJ,1,30906,51548,1.6678924201518404
PR39493,RS,1,29313,51370,1.752457241339785
PR39387,PR,1,34891,51186,1.4670171221039707
PR17304,RJ,1,32068,50933,1.5882768960579556
PR17527,RJ,1,26973,50754,1.881631474283782
PR18342,MG,1,28257,50536,1.788439181984608
PR42587,PE,1,31227,49659,1.5902799905082534
PR16869,RJ,1,29793,48456,1.6264189055157199
PR42540,SC,1,29120,48099,1.6517146282273654
PR33426,RS,1,28728,47987,1.6704014146280335
PR16820,RJ,1,30674,47574,1.550922355006106
PR31359,CP,1,25351,46322,1.8272292902553446
PR17281,RJ,1,24808,45312,1.8264693600163815
PR39788,BA,1,27598,44632,1.6171735189647944
PR42836,SC,1,26563,43828,1.6499418005830482
PR39518,RS,1,26138,43244,1.6544047855423734
PR17506,MG,1,24729,43190,1.7465621418687163
PR16504,MG,1,28838,42985,1.4905624916561626
PR17471,MG,1,29264,42632,1.4567909418797957
PR33397,RS,1,24102,42459,1.7616048565231317
PR33439,RS,1,24108,42450,1.7608103758370555
PR40889,SC,1,25582,42211,1.650031897228381
PR39388,PR,1,27846,41577,1.4930654783600767
PR39521,RS,1,25791,41223,1.5983781195414688
PR17505,MG,1,22189,41101,1.8523007298954277
PR17483,MG,1,24784,40641,1.6398259846465586
PR33406,RS,1,24025,40633,1.6912834587627212
PR17463,MG,1,28818,40632,1.4099444875876077
PR19221,MG,1,26053,40539,1.5560140620016205
PR17285,RJ,1,23003,39750,1.7280072265944242
PR42216,RS,1,23558,39454,1.6747358725226773
PR16863,RJ,1,24366,38688,1.5877770240128175
PR42697,SC,1,22725,38512,1.69463556215007
PR18344,MG,1,19509,38206,1.9583206261029664
PR39143,PE,1,23762,38171,1.6063400457519532
PR17464,MG,1,25185,38073,1.511741891217961
PR42818,SC,1,23465,37734,1.608047732566712
PR16529,PR,1,23426,37697,1.6092157302171708
PR16498,MG,1,25222,37037,1.4684046056413635
PR36946,SP,1,20877,36190,1.7334347809010344
PR41094,BA,1,22322,35683,1.5985680744758963
PR39397,PR,1,24945,34910,1.3994593082127589
PR34490,RS,1,20432,34765,1.7014728877556262
PR34669,PE,1,21214,33633,1.5854095881680814
PR40891,SC,1,19279,33598,1.7427177038158563
PR39420,PR,1,22198,32624,1.469698082251763
PR16876,RJ,1,18237,32240,1.7678810247479448
PR42228,RS,1,19303,32158,1.6659331140964353
PR33410,RS,1,16538,32025,1.9364679234695792
PR42405,BA,1,21234,31913,1.5029001853085848
PR42215,RS,1,19985,31899,1.596182251959962
PR40893,SC,1,18330,31586,1.7231388029225112
PR41513,BA,1,22644,31422,1.3876481057043053
PR31319,CP,1,18727,31361,1.6746670454418027
PR31351,CP,1,16625,30257,1.819906855217786
PR42736,SC,1,18328,29950,1.6341022413617197
PR18343,MG,1,15649,27015,1.726266546706506
PR39390,PR,1,18699,26512,1.4178605692869954
PR31322,CP,1,13931,23898,1.7154831387924419
PR40885,SC,1,14459,23436,1.6208319069403958
PR17541,RJ,1,14401,23226,1.6128450088465587
PR33412,RS,1,13881,22841,1.645516329209308
PR17466,MG,1,16171,22777,1.4084874846487676
PR34522,RS,1,12709,22175,1.744725998997639
PR36952,SP,1,13735,22095,1.6086886881056564
PR16865,RJ,1,13490,21418,1.5876702915980707
PR42273,BA,1,14762,21236,1.4386055352633234
PR42760,SP,1,15604,20736,1.328871649090788
PR42943,BA,1,11875,20710,1.7438979721235404
PR42761,SP,1,15584,20649,1.3249731948125947
PR34671,PE,1,13853,20457,1.4766622010232484
PR34594,PE,1,11293,19428,1.7203442810211544
PR43164,SC,1,11553,18964,1.6413700225982932
PR31354,CP,1,11586,18926,1.6335899341365376
PR39990,RJ,1,11616,18874,1.6247501416079433
PR40436,MG,1,12098,18726,1.5478195033813773
PR39490,RS,1,10989,18670,1.6990268645090372
PR39545,RS,1,10448,16157,1.5464269682708773
PR42551,CP,1,9597,15999,1.6669934807365507
PR42546,CP,1,9580,15991,1.6691905195817793
PR39536,RS,1,10074,15896,1.5778889933326914
PR42837,SC,1,9088,15693,1.7267433736013564
PR33418,RS,1,10060,15383,1.5290780198240248
PR40888,SC,1,10277,15247,1.483513917429479
PR17497,MG,1,9189,14304,1.5567037571074898
PR34665,PE,1,8343,12391,1.4851046438322342
PR39496,RS,1,7538,11860,1.5733460330262767
PR39419,PR,1,8545,11218,1.3128337333550213
PR18348,MG,1,6331,11026,1.7416131075452415
PR40245,BA,1,6719,10385,1.5454204544947239
PR39515,RS,1,6086,9875,1.6225251957662568
PR39313,BA,1,7070,9599,1.3577259805100208
PR42463,CE,1,6485,9332,1.4390187492290611
PR39137,PE,1,6552,8639,1.3184616370667213
PR34270,RS,1,3640,6874,1.888515880189117
PR39498,RS,1,3449,6340,1.838070833502426
PR42542,SC,1,3893,5980,1.5359665298616711
PR39429,PR,1,3945,5561,1.409567767461784
PR18351,MG,1,3792,5509,1.4528847168020251
PR41611,PE,1,3766,5278,1.40144541590223
PR31345,CP,1,3104,5113,1.6469775397073363
PR39347,RS,1,3156,5073,1.6073872492491732
PR40896,SC,1,3243,4994,1.5396026326741372
PR39135,PE,1,3255,4263,1.3097389712432195
PR40429,MG,1,2448,3261,1.3319391914521674
PR17235,RJ,1,2151,2869,1.3338199264531545
PR40894,SC,1,1405,2253,1.6035501274003217
PR42611,PE,1,1057,1399,1.3233057819976923
PR35056,SP,1,2439526,4527287,1.85580537999977
PR35055,SP,1,2439538,4527286,1.8557960451852298
PR35367,SP,1,2224191,4143618,1.862977869073092
PR35368,SP,1,2224198,4143605,1.862965792863374
PR35036,SP,1,2088280,3797053,1.8182680622608733
PR35058,SP,1,2020866,3561803,1.7625131560523146
PR35057,SP,1,2020862,3561797,1.762513557145006
PR35997,SP,1,1502479,3059944,2.0365967450924054
PR35998,SP,1,1502479,3059934,2.0365902746515556
PR35970,SP,1,1410266,2972255,2.1075851761397693
PR36742,SP,1,1518757,2815982,1.854135438160313
PR34949,SP,1,1060476,2640572,2.4899868073449443
PR34950,SP,1,1060489,2640564,2.489948516142576
PR38111,SP,1,1120810,2604923,2.3241426411116697
PR38110,SP,1,1120825,2604911,2.324100209400965
PR35819,SP,1,1110574,2570555,2.314618395933103
PR35816,SP,1,1110578,2570555,2.314609491532047
PR35818,SP,1,1110560,2570552,2.314643687379831
PR35821,SP,1,1110572,2570548,2.3146155593762683
PR35815,SP,1,1110575,2570546,2.314607752993209
PR35820,SP,1,1110569,2570543,2.3146173353885793
PR35822,SP,1,1110560,2570541,2.314634671696968
PR35817,SP,1,1110565,2570537,2.3146214622907504
PR38069,SP,1,1137211,2519730,2.215708893817142
PR38068,SP,1,1137223,2519725,2.215682934761298
PR38070,SP,1,1137211,2519723,2.2157025459872743
PR38067,SP,1,1137213,2519718,2.2156956474373164
PR38115,SP,1,1080028,2495842,2.3109031000087414
PR38112,SP,1,1080032,2495837,2.310891098807922
PR38114,SP,1,1080036,2495837,2.310882385478207
PR38113,SP,1,1080026,2495835,2.3109016580452284
PR35041,SP,1,906671,2472573,2.7270872797953207
PR38106,SP,1,1068482,2471401,2.3130013207890383
PR38105,SP,1,1068477,2471400,2.313011804979807
PR38126,SP,1,1100107,2422290,2.2018660753403636
PR38127,SP,1,1100113,2422272,2.201839050611224
PR35060,SP,1,1394795,2376768,1.7040274377238234
PR35059,SP,1,1394801,2376768,1.7040193382102335
PR35062,SP,1,1394796,2376763,1.704021406188033
PR35061,SP,1,1394798,2376750,1.7040090773223173
PR38138,SP,1,1340951,2364464,1.7632744290716407
PR35336,SP,1,1402658,2360709,1.6830249763525809
PR35337,SP,1,1402652,2360693,1.6830210989268775
PR38058,SP,1,1062915,2312174,2.1753128947543736
PR38059,SP,1,1062907,2312171,2.1753263615222065
PR38064,SP,1,1041326,2279926,2.1894434710389805
PR38066,SP,1,1041335,2279921,2.189420671819985
PR38065,SP,1,1041335,2279919,2.189418651246061
PR38403,SP,1,1086820,2270963,2.0895473841689673
PR38063,SP,1,1037251,2255670,2.1746624394674
PR38061,SP,1,1037260,2255669,2.174640876930545
PR38062,SP,1,1037259,2255658,2.174632965415009
PR36492,SP,1,1173500,2240039,1.908852304427782
PR36493,SP,1,1173502,2240025,1.908837485168972
PR37837,SP,1,1160965,2168767,1.8680727863696376
PR36006,SP,1,1160954,2168764,1.8680870508204221
PR37836,SP,1,1160956,2168758,1.8680784756456972
PR35920,SP,1,1142029,2163655,1.8945708130755325
PR35919,SP,1,1142019,2163649,1.89458228574064
PR37956,SP,1,1105495,2126847,1.9238852285960022
PR36965,SP,1,1225274,2092119,1.7074701090648685
PR36964,SP,1,1225269,2092119,1.707477186504854
PR35066,SP,1,1162698,2023093,1.7399984811194373
PR35065,SP,1,1162703,2023087,1.739985210336011
PR35521,SP,1,1160150,2017505,1.7390030738768938
PR35053,SP,1,1030381,2008941,1.9497055868143018
PR38141,SP,1,1159688,1980450,1.7077432998991833
PR38140,SP,1,1159695,1980447,1.7077305519459636
PR38099,SP,1,846538,1971793,2.3292428779852212
PR37963,SP,1,926388,1950038,2.1049903014214353
PR37964,SP,1,926378,1950037,2.1050124792998934
PR36586,SP,1,884123,1936091,2.1898420403002246
PR36585,SP,1,884131,1936088,2.1898194153735506
PR35039,SP,1,1101568,1895097,1.7203634684080218
PR35038,SP,1,1101584,1895097,1.7203378537068714
PR36961,SP,1,1015290,1877350,1.8490773897186377
PR36962,SP,1,1015294,1877348,1.8490679160436905
